번호,교과구분,개설대학,강좌번호,강의시간,1,2,1T,2T,수강정원,수강신청인원
230,전공,자연과학대학,PHYS0351-001,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,40,30
231,전공,자연과학대학,PHYS0481-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,40,38
232,전공,자연과학대학,CLTR0041-004,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,70
233,전공,자연과학대학,CLTR0041-005,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,69
234,전공,자연과학대학,CLTR0205-010,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,30,30
235,전공,자연과학대학,CLTR0205-011,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,30,31
236,전공,자연과학대학,CLTR0205-012,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,30,28
237,전공,자연과학대학,CLTR0211-007,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,65,40
238,전공필수,자연과학대학,CLTR0211-008,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,65,40
239,전공,자연과학대학,GEOL0212-001,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,70,29
240,전공,자연과학대학,ASAT0205-001,화 1A1B2A목 1A1B2A,화,목,9:00,9:00,35,33
241,전공,자연과학대학,ASAT0566-001,수 1A1B2A목 1A1B2A,수,목,9:00,9:00,35,23
242,전공,자연과학대학,CLTR0241-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,80,79
243,교양,자연과학대학,INDC0411-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,31
244,교양,자연과학대학,OECA0219-001,수 1A1B수 2A2B수 3A3B수 4A4B,수,수,10:00,9:00,50,21
245,교양,자연과학대학,OECA0221-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,23
246,교양,자연과학대학,OECA0245-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,70,10
247,교양,자연과학대학,OECA0249-001,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,70,20
248,교양,자연과학대학,OECA0260-001,화 1A1B화 2A2B화 3A3B화 4A4B,화,화,10:00,9:00,50,12
249,,,MGMT0202-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,58
250,교양,자연과학대학,MGMT0202-002,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,70,51
251,전공,자연과학대학,MGMT0202-004,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,66
252,전공,자연과학대학,MGMT0202-005,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,68
253,전공,자연과학대학,MGMT0203-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,60,59
254,전공,자연과학대학,MGMT0203-002,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,60,58
255,전공필수,자연과학대학,MGMT0203-008,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,60,59
256,전공,자연과학대학,MGMT0208-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,42
257,,,MGMT0212-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,65
258,전공,자연과학대학,MGMT0212-002,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,64
259,,,MGMT0212-003,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,55
260,,,MGMT0212-004,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,70,66
261,전공,자연과학대학,MGMT0215-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,61
262,교양,자연과학대학,MGMT0216-005,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,62
263,전공,자연과학대학,MGMT0216-006,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,70,66
264,전공,자연과학대학,MGMT0221-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,60,57
265,전공,자연과학대학,MGMT0221-002,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,60,59
266,전공,자연과학대학,MGMT0221-006,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,60,59
267,전공필수,자연과학대학,MGMT0222-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,43
268,전공필수,자연과학대학,MGMT0223-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,45,43
269,전공필수,자연과학대학,MGMT0231-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,45,44
270,전공,자연과학대학,MGMT0231-002,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,45,46
271,전공,자연과학대학,MGMT0231-005,월 1A1B수 3A3B수 4A4B,월,수,11:00,9:00,45,45
272,전공,자연과학대학,MGMT0236-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,45,45
273,교양,자연과학대학,MGMT0236-002,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,45,40
274,교양,자연과학대학,MGMT0236-003,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,70,36
275,교양,자연과학대학,MGMT0310-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,60,56
276,교양,자연과학대학,MGMT0310-003,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,60,59
277,교양,자연과학대학,MGMT0310-005,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,60,59
278,,,MGMT0320-003,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,69
279,전공,자연과학대학,MGMT0323-002,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,49
280,전공,자연과학대학,MGMT0401-003,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,45,7
281,전공,자연과학대학,MGMT0401-005,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,45,42
282,전공,자연과학대학,MGMT0422-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,40,33
283,전공,자연과학대학,MGMT0436-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,63
284,전공,자연과학대학,MGMT0440-003,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,66
285,전공,자연과학대학,CLTR0085-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,68
286,전공,자연과학대학,CLTR0045-005,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,70,70
287,전공,자연과학대학,CLTR0085-002,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,70
288,전공,자연과학대학,MGMT0209-002,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,67
289,전공,자연과학대학,CLTR0085-003,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,66
290,교양,자연과학대학,MGMT0209-003,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,70
291,교양,자연과학대학,CLTR0083-005,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,68
292,교양,자연과학대학,ECON0202-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,69
293,교양,자연과학대학,ECON0211-005,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,67
294,교양,자연과학대학,ECON0211-011,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,41
295,전공,자연과학대학,ECON0324-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,90,87
296,전공,자연과학대학,ECON0324-005,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,57
297,전공필수,자연과학대학,ECON0381-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,72,76
298,전공필수,자연과학대학,ECON0381-003,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,60
299,전공,자연과학대학,ECON0381-004,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,70,42
300,,,ECON0381-005,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,45
301,전공,자연과학대학,ECON0431-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,53
302,교양,자연과학대학,ECON0431-002,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,35
303,교양,자연과학대학,ECON0441-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,7
304,교양,자연과학대학,ECON0451-003,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,70,37
305,교양,자연과학대학,ECON0461-002,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,70,15
306,교양,자연과학대학,ECON0471-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,71
307,교양,자연과학대학,ECON0551-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,67
308,교양,자연과학대학,ECON0561-002,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,67
309,전공,자연과학대학,ECON0573-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,67
310,전공,자연과학대학,ECON0611-002,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,98,95
311,전공,자연과학대학,ECON0611-004,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,70
312,교양,자연과학대학,ECON0611-005,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,70,67
313,전공,자연과학대학,ECON0611-007,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,4
314,전공,자연과학대학,ECON0633-002,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,33
315,전공,자연과학대학,ECON0633-003,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,70,17
316,전공,자연과학대학,ECON0683-002,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,61
317,전공,자연과학대학,CLTR0103-004,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,70,29
318,전공,자연과학대학,CLTR0242-002,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,65,73
319,전공,경상대학,CLTR0103-003,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,70,69
320,전공,경상대학,CLTR0242-003,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,65,69
321,전공,경상대학,ECON0211-003,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,55
322,전공,경상대학,ECON0491-003,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,25,27
323,전공필수,경상대학,CLTR0223-005,화 1A1B화 2A2B,화,화,10:00,9:00,20,18
324,전공필수,경상대학,CLTR0223-006,화 1A1B화 2A2B,화,화,10:00,9:00,20,18
325,전공필수,경상대학,CLTR0223-007,화 1A1B화 2A2B,화,화,10:00,9:00,20,15
326,전공,경상대학,CLTR0411-001,월 1A1B수 3A3B,월,수,11:00,9:00,20,22
327,전공,경상대학,CLTR0411-002,월 1A1B수 3A3B,월,수,11:00,9:00,20,22
328,전공,경상대학,CLTR0411-003,월 1A1B수 3A3B,월,수,11:00,9:00,20,20
329,전공,경상대학,MECH0331-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,50,46
330,전공,경상대학,MECH0334-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,35
331,전공,경상대학,CLTR0411-004,월 1A1B수 3A3B,월,수,11:00,9:00,20,21
332,전공,경상대학,CLTR0411-005,월 1A1B수 3A3B,월,수,11:00,9:00,20,20
333,전공,경상대학,ENGR0211-002,월 1A1B2A금 2B3A3B,월,금,10:30,9:00,50,23
334,전공필수,경상대학,MECH0331-002,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,50,65
335,전공필수,경상대학,MECH0349-002,수 2B3A3B금 1A1B2A,수,금,9:00,10:30,50,49
336,전공필수,경상대학,MECH0522-002,목 1A1B목 2A2B목 3A3B,목,목,10:00,9:00,50,45
337,전공,경상대학,CLTR0411-006,월 1A1B수 3A3B,월,수,11:00,9:00,20,20
338,전공,경상대학,CLTR0411-007,월 1A1B수 3A3B,월,수,11:00,9:00,20,21
339,전공필수,경상대학,MECH0331-003,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,50,21
340,전공필수,경상대학,MECH0522-003,화 1A1B화 2A2B화 3A3B,화,화,10:00,9:00,50,44
341,전공필수,경상대학,MECH0427-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,50,37
342,전공,경상대학,MECH0542-001,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,150,113
343,전공,경상대학,MECH0588-001,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,40,11
344,전공,경상대학,MECH0589-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,50,26
345,전공필수,경상대학,CLTR0215-009,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,65,45
346,전공필수,경상대학,CLTR0411-008,화 1A1B목 3A3B,화,목,11:00,9:00,20,22
347,전공필수,경상대학,CLTR0411-009,화 1A1B목 3A3B,화,목,11:00,9:00,20,20
348,전공,경상대학,CLTR0411-010,화 1A1B목 3A3B,화,목,11:00,9:00,20,20
349,전공,경상대학,CLTR0041-009,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,69
350,전공,경상대학,CLTR0211-013,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,65,47
351,전공,경상대학,CHEN0293-002,화 1A1B화 2A2B화 3A3B,화,화,10:00,9:00,40,32
352,전공,경상대학,CLTR0085-007,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,70,68
353,전공,경상대학,CLTR0215-012,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,65,62
354,전공,경상대학,CLTR0411-017,화 3A3B목 1A1B,화,목,9:00,11:00,20,19
355,교양,경상대학,CLTR0411-018,화 3A3B목 1A1B,화,목,9:00,11:00,20,20
356,교양,경상대학,ENVI0312-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,50,35
357,교양,경상대학,ENVI0325-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,50,48
358,전공,경상대학,ENVI0347-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,50,41
359,교양,경상대학,ENVI0361-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,50,29
360,전공,경상대학,ENVI0470-001,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,50,41
361,교양,경상대학,INDC0411-002,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,50,28
362,,,CHEM0203-006,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,50,33
363,전공,경상대학,CLTR0045-008,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,72
364,전공,경상대학,CLTR0221-006,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,65,55
365,,,CLTR0226-014,목 1A1B목 2A2B,목,목,10:00,9:00,24,17
366,전공,경상대학,CLTR0226-015,목 1A1B목 2A2B,목,목,10:00,9:00,24,22
367,전공,경상대학,CLTR0411-019,월 3A3B금 1A1B,월,금,9:00,11:00,20,20
368,전공,경상대학,CLTR0411-020,월 3A3B금 1A1B,월,금,9:00,11:00,20,19
369,전공,경상대학,DYFI0252-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,50,41
370,전공,경상대학,DYFI0322-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,50,22
371,전공,경상대학,DYFI0415-001,목 1A1B목 2A2B목 3A3B목 4A4B,목,목,10:00,9:00,50,17
372,전공,경상대학,ENGR0211-006,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,50,51
373,전공,경상대학,CLTR0213-016,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,65,42
374,전공,경상대학,CLTR0215-014,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,65,43
375,전공,경상대학,CLTR0411-021,화 3A3B목 1A1B,화,목,9:00,11:00,20,20
376,전공,경상대학,CLTR0411-022,화 3A3B목 1A1B,화,목,9:00,11:00,20,20
377,전공,경상대학,CLTR0411-023,화 3A3B목 1A1B,화,목,9:00,11:00,20,21
378,전공필수,경상대학,CLTR0085-009,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,70,51
379,전공,경상대학,CLTR0411-024,화 3A3B목 1A1B,화,목,9:00,11:00,20,20
380,전공,경상대학,CLTR0411-025,화 3A3B목 1A1B,화,목,9:00,11:00,20,20
381,전공,경상대학,ENGR0351-005,수 1A1B수 2A2B,수,수,10:00,9:00,23,23
382,전공필수,경상대학,ENGR0351-006,수 1A1B수 2A2B,수,수,10:00,9:00,23,18
383,전공필수,경상대학,CIME0316-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,45,49
384,전공필수,경상대학,CIME0330-001,화 2B3A3B수 1A1B2A,화,수,9:00,10:30,45,55
385,전공필수,경상대학,CLTR0221-007,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,65,53
386,전공,경상대학,ENGR0211-008,월 1A1B2A목 1A1B2A,월,목,9:00,9:00,45,42
387,전공,경상대학,ACEN0463-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,65,63
388,전공,경상대학,CIVL0233-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,65,15
389,교양,경상대학,CLTR0210-012,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,30,32
390,교양,경상대학,CLTR0210-013,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,30,28
391,교양,경상대학,CLTR0213-018,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,65,63
392,교양,경상대학,CVLE0205-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,65,69
393,전공,경상대학,CVLE0301-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,65,70
394,전공,경상대학,CVLE0324-001,월 1A1B월 2A2B수 3A3B수 4A4B,월,월,10:00,9:00,30,34
396,교양,공과대학,CVLE0416-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,65,58
397,교양,공과대학,CVLE0536-001,화 1A1B목 1A1B금 1A1B금 2A2B금 3A3B금 4A4B,화,목,9:00,9:00,65,44
398,교양,공과대학,MATH0205-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,65,66
399,교양,공과대학,ARCH0311-001,월 1A1B2A수 1A1B2A,월,수,9:00,9:00,40,43
400,교양,공과대학,ARCH0568-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,15,25
401,공학전공,공과대학,CLTR0017-003,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,68
402,공학전공,공과대학,CLTR0085-010,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,70,65
403,교양,공과대학,CLTR0185-002,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,72
404,교양,공과대학,CLTR0185-003,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,80
405,전공기반,공과대학,CLTR0211-020,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,65,36
406,공학전공,공과대학,ARCH0267-001,월 1A1B2A월 2B3A3B수 1A1B2A수 2B3A3B,월,월,10:30,9:00,10,14
407,공학전공,공과대학,ARCH0267-002,월 1A1B2A월 2B3A3B수 1A1B2A수 2B3A3B,월,월,10:30,9:00,10,11
408,전공,공과대학,ARCH0267-003,월 1A1B2A월 2B3A3B수 1A1B2A수 2B3A3B,월,월,10:30,9:00,10,13
409,교양,공과대학,ARCH0267-004,월 1A1B2A월 2B3A3B수 1A1B2A수 2B3A3B,월,월,10:30,9:00,10,16
410,교양,공과대학,ARCH0402-002,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,50,40
411,공학전공,공과대학,ARCH0407-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,50,41
412,전공,공과대학,ARCH0551-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,50,44
413,공학전공,공과대학,CLTR0223-018,목 1A1B목 2A2B,목,목,10:00,9:00,20,14
414,공학전공,공과대학,CLTR0223-019,목 1A1B목 2A2B,목,목,10:00,9:00,20,13
415,공학전공,공과대학,EESO0229-001,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,30,31
416,,,ELEC0247-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,40,42
417,공학전공,공과대학,ELEC0427-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,40,32
418,교양,공과대학,EESO0223-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,40,9
419,교양,공과대학,EESO0231-001,화 1A1B화 2A2B화 3A3B화 4A4B,화,화,10:00,9:00,10,9
420,교양,공과대학,EESO0248-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,40,5
421,교양,공과대학,SCED0241-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,40,21
422,교양,공과대학,APCH0213-001,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,25,28
423,교양,공과대학,APCH0216-001,화 1A1B화 2A2B화 3A3B화 4A4B,화,화,10:00,9:00,25,25
424,공학전공,공과대학,APCH0421-001,화 1A1B화 2A2B화 3A3B화 4A4B,화,화,10:00,9:00,55,35
425,교양,공과대학,CHEM0301-002,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,55,53
426,교양,공과대학,CHEN0293-007,수 1A1B수 2A2B수 3A3B수 4A4B,수,수,10:00,9:00,50,41
427,교양,공과대학,CHEM0203-008,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,80,64
428,교양,공과대학,CHEN0256-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,100,51
429,공학전공,공과대학,CHEN0357-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,100,9
430,공학전공,공과대학,CIME0450-003,목 5A5B목 6A6B목 7A7B금 1A1B금 2A2B금 3A3B,목,목,14:00,13:00,60,11
431,공학전공,공과대학,CLTR0221-009,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,65,14
432,공학전공,공과대학,CLTR0017-004,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,63
433,전공,공과대학,CLTR0017-005,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,65
434,,,CLTR0041-010,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,66
435,공학전공,공과대학,CLTR0041-011,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,69
436,공학전공,공과대학,CLTR0117-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,120,109
437,기본소양,공과대학,CLTR0117-002,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,69
438,전공기반,공과대학,CLTR0730-001,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,70,7
439,교양,공과대학,AGRO0435-001,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,30,16
440,교양,공과대학,DPBS0403-001,월 1A1B2A수 1A1B2A,월,수,9:00,9:00,30,8
441,교양,공과대학,HORT0419-001,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,30,10
442,교양,공과대학,ACHE0451-001,화 1A1B2A목 1A1B2A,화,목,9:00,9:00,40,27
443,공학전공,공과대학,ABIC0311-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,50,21
444,공학전공,공과대학,AGBL0211-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,50,45
445,공학전공,공과대학,AGBL0212-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,50,39
446,전공기반,공과대학,AGBL0411-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,50,13
447,교양,공과대학,AGBL0421-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,50,13
