번호,교과구분,개설대학,강좌번호,강의시간,1,2,1T,2T,수강정원,수강신청인원
448,교양,공과대학,AGBL0427-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,50,32
449,교양,공과대학,ACHE0392-001,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,40,25
450,교양,공과대학,HORT0416-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,40,28
451,교양,공과대학,CLTR0017-006,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,70,59
452,교양,공과대학,CLTR0017-007,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,70,69
453,교양,공과대학,CLTR0103-005,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,70,69
454,교양,공과대학,CLTR0103-006,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,70,48
455,전공,공과대학,CHEM0503-005,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,35,42
456,전공,공과대학,FOOD0323-002,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,35,39
457,공학전공,공과대학,FOOD0325-001,수 7A7B8A목 1A1B2A,수,목,9:00,15:00,35,42
458,공학전공,공과대학,ANSC0311-001,화 1A1B2A목 1A1B2A,화,목,9:00,9:00,40,35
459,교양,공과대학,BIOF0203-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,40,39
460,전공기반,공과대학,FOBI0347-001,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,20,22
461,공학전공,공과대학,FOBI0347-002,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,21,22
462,공학전공,공과대학,FOBI0416-001,수 1A1B수 2A2B수 3A3B수 4A4B,수,수,10:00,9:00,27,13
463,기본소양,공과대학,FOAT0226-001,화 1A1B2A금 1A1B2A,화,금,9:00,9:00,44,48
464,기본소양,공과대학,FOAT0227-001,화 1A1B2A목 1A1B2A,화,목,9:00,9:00,42,37
465,전공기반,공과대학,FOOD0571-001,월 1A1B2A수 1A1B2A,월,수,9:00,9:00,40,42
466,전공기반,공과대학,CHEM0506-001,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,30,27
467,공학전공,공과대학,CLTR0211-022,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,65,35
468,공학전공,공과대학,AGIN0208-001,화 1A1B화 2A2B화 3A3B화 4A4B화 6A6B화 7A7B화 8A8B화 9A9B,화,화,10:00,9:00,25,21
469,공학전공,공과대학,AGIN0223-001,월 1A1B월 2A2B월 3A3B월 4A4B월 6A6B월 7A7B월 8A8B월 9A9B,월,월,10:00,9:00,20,14
470,공학전공,공과대학,AGIN0235-001,토 1A1B토 2A2B토 3A3B,토,토,10:00,9:00,25,21
471,공학전공,공과대학,AGIN0236-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,20,13
472,,,AGIN0245-001,토 1A1B토 2A2B토 3A3B,토,토,10:00,9:00,20,14
473,전공기반,공과대학,AGIN0246-001,화 1A1B화 2A2B화 3A3B화 4A4B화 6A6B화 7A7B화 8A8B화 9A9B목 1A1B목 2A2B목 3A3B목 4A4B,화,화,10:00,9:00,20,16
474,전공기반,공과대학,AGIN0283-001,월 1A1B월 2A2B월 3A3B월 4A4B월 6A6B월 7A7B월 8A8B월 9A9B금 1A1B금 2A2B금 3A3B금 4A4B,월,월,10:00,9:00,30,18
475,공학전공,공과대학,AGIN0284-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,25,20
476,교양,공과대학,AGIN0303-001,토 1A1B토 2A2B토 3A3B,토,토,10:00,9:00,20,16
477,교양,공과대학,CLTR0016-004,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,70,16
478,교양,공과대학,CLTR0090-003,토 1A1B2A토 2B3A3B,토,토,10:30,9:00,70,18
479,교양,공과대학,CLTR0638-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,70,14
480,,,CLTR0205-017,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,30,28
481,교양,공과대학,CLTR0205-018,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,30,29
482,전공,공과대학,CLTR0205-019,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,30,29
483,전공,공과대학,FORE0213-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,80,82
484,전공,공과대학,FPST0202-001,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,80,84
485,전공,공과대학,LARC0211-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,80,84
486,전공,공과대학,FORE0584-001,토 1A1B토 2A2B토 3A3B토 5A5B토 6A6B토 7A7B토 8A8B토 9A9B,토,토,10:00,9:00,40,15
487,전공,공과대학,CLTR0210-016,화 1A1B2A목 1A1B2A,화,목,9:00,9:00,30,11
488,전공,공과대학,LARC0239-001,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,30,30
489,교양,공과대학,LARC0251-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,40,34
490,교양,공과대학,LARC0263-001,화 1A1B화 2A2B화 3A3B화 4A4B,화,화,10:00,9:00,30,30
491,전공,공과대학,LARC0331-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,40,34
492,전공,공과대학,LARC0356-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,40,33
493,전공,공과대학,CLTR0117-005,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,100
494,전공,공과대학,CLTR0211-023,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,65,38
495,전공,공과대학,CLTR0213-020,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,65,57
496,전공,공과대학,CLTR0215-022,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,65,51
497,전공,공과대학,ACEN0211-001,월 1A1B2A수 1A1B2A,월,수,9:00,9:00,40,25
498,공학전공,공과대학,ACEN0423-001,월 1A1B월 2A2B목 2A2B목 3A3B,월,월,10:00,9:00,40,19
499,공학전공,공과대학,CLTR0045-015,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,69
500,공학전공,공과대학,CLTR0412-001,월 3A3B금 1A1B,월,금,9:00,11:00,20,19
501,공학전공,공과대학,CLTR0412-002,월 3A3B금 1A1B,월,금,9:00,11:00,20,20
502,공학전공,공과대학,AMEN0412-001,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,30,26
503,공학전공,공과대학,CHEN0345-002,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,30,27
504,공학전공,공과대학,CLTR0221-010,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,65,30
505,공학전공,공과대학,CLTR0412-003,수 1A1B금 3A3B,수,금,11:00,9:00,20,21
506,전공,공과대학,CLTR0412-004,수 1A1B금 3A3B,수,금,11:00,9:00,20,21
507,전공기반,공과대학,ENGR0211-012,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,30,28
508,교양,농업생명과학대학,MECH0474-003,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,30,19
509,교양,농업생명과학대학,META0231-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,30,21
510,교양,농업생명과학대학,HOFO0211-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,30,3
511,교양,농업생명과학대학,AGEC0301-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,60,54
512,교양,농업생명과학대학,AGEC0302-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,60,57
513,,,AGEC0503-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,50,32
514,,,CLTR0003-002,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,70,67
515,,,CLTR0044-002,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,70
516,,,KMUS0601-001,수 1A1B수 2A2B,수,수,10:00,9:00,50,26
517,,,MUSI0227-001,금 1A1B,금,,,9:00,50,53
518,교양,농업생명과학대학,MUSI0281-001,화 1A1B,화,,,9:00,1,1
519,,,MUSI0327-001,화 1A1B화 2A2B,화,화,10:00,9:00,10,6
520,,,MUSI0351-001,화 1A1B,화,,,9:00,1,1
521,,,MUSI0381-010,목 1A1B,목,,,9:00,1,1
522,,,MUSI0381-012,화 1A1B,화,,,9:00,1,1
523,,,MUSI0451-003,목 1A1B,목,,,9:00,1,1
524,교양,농업생명과학대학,MUSI0461-011,목 1A1B,목,,,9:00,1,1
525,,,MUSI0481-010,금 1A1B,금,,,9:00,1,1
526,전공,농업생명과학대학,MUSI0481-014,목 1A1B,목,,,9:00,1,1
527,전공,농업생명과학대학,MUSI0481-016,금 1A1B,금,,,9:00,1,1
528,전공,농업생명과학대학,MUSI0551-002,수 1A1B,수,,,9:00,1,1
529,전공,농업생명과학대학,MUSI0551-006,수 1A1B,수,,,9:00,1,1
530,,,MUSI0561-008,월 1A1B,월,,,9:00,1,1
531,전공,농업생명과학대학,MUSI0561-009,월 1A1B,월,,,9:00,1,1
532,전공,농업생명과학대학,MUSI0581-010,수 1A1B,수,,,9:00,1,1
533,전공,농업생명과학대학,KMUS0205-001,목 1A1B목 2A2B,목,목,10:00,9:00,40,37
534,전공,농업생명과학대학,KMUS0425-001,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,10,11
535,전공,농업생명과학대학,KMUS0425-002,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,10,9
536,전공,농업생명과학대학,KMUS0471-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,30,12
537,전공,농업생명과학대학,ARTS0211-003,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,20,12
538,전공,농업생명과학대학,ARTS0358-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,20,13
539,교양,농업생명과학대학,ARTS0426-001,목 1A1B목 2A2B목 3A3B,목,목,10:00,9:00,20,20
540,교양,농업생명과학대학,CLTR0472-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,79
541,교양,농업생명과학대학,CLTR0210-032,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,30,28
542,교양,농업생명과학대학,CLTR0210-018,수 1A1B2A금 1A1B2A,수,금,9:00,9:00,30,14
543,전공,농업생명과학대학,CLTR0534-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,23
544,전공,농업생명과학대학,EDED0223-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,30,6
545,전공,농업생명과학대학,TCHR0601-002,월 1A1B월 2A2B,월,월,10:00,9:00,40,18
546,전공,농업생명과학대학,TCHR0609-001,월 1A1B월 2A2B,월,월,10:00,9:00,40,24
547,전공,농업생명과학대학,TCHR0610-002,수 1A1B수 2A2B,수,수,10:00,9:00,40,40
548,전공필수,농업생명과학대학,ENED0261-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,50,37
549,,,ENED0341-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,20,23
550,전공필수,농업생명과학대학,ENED0369-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,30,25
551,,,ETED0326-001,화 1A1B2A목 1A1B2A,화,목,9:00,9:00,30,38
552,전공,농업생명과학대학,ETED0332-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,33,33
553,,,ETED0357-001,월 1A1B2A수 1A1B2A,월,수,9:00,9:00,30,14
554,전공필수,농업생명과학대학,CLTR0112-005,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,66
555,전공,농업생명과학대학,CLTR0211-024,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,65,25
556,전공,농업생명과학대학,MTED0211-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,30,33
557,전공,농업생명과학대학,MTED0212-001,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,30,30
558,교양,농업생명과학대학,MTED0231-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,30,29
559,전공,농업생명과학대학,CLTR0041-019,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,70,68
560,전공,농업생명과학대학,HOED0251-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,30,11
561,전공,농업생명과학대학,HOED0253-001,화 2A2B화 3A3B금 1A1B금 2A2B금 3A3B,화,화,11:00,10:00,30,10
562,전공,농업생명과학대학,HOED0375-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,30,20
563,전공,농업생명과학대학,TCHR0589-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,30,18
564,전공,농업생명과학대학,CLTR0181-001,금 1A1B금 2A2B,금,금,10:00,9:00,30,26
565,전공,농업생명과학대학,CLTR0181-003,목 1A1B목 2A2B,목,목,10:00,9:00,30,29
566,전공,농업생명과학대학,CLTR0658-001,월 1A1B월 2A2B,월,월,10:00,9:00,30,23
567,전공,농업생명과학대학,CLTR0658-002,화 1A1B화 2A2B,화,화,10:00,9:00,30,28
568,교양,농업생명과학대학,CLTR0658-003,수 1A1B수 2A2B,수,수,10:00,9:00,30,30
569,교양,농업생명과학대학,CLTR0658-004,목 1A1B목 2A2B,목,목,10:00,9:00,30,29
570,교양,농업생명과학대학,CLTR0658-005,금 1A1B금 2A2B,금,금,10:00,9:00,30,30
571,교양,농업생명과학대학,PEED0252-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,30,23
572,교양,농업생명과학대학,PEED0619-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,30,22
573,교양,농업생명과학대학,PEED0626-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,30,28
574,전공,농업생명과학대학,PEED0629-001,화 2A2B화 3A3B목 1A1B목 2A2B목 3A3B,화,화,11:00,10:00,30,12
575,전공,농업생명과학대학,TCHR0651-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,30,26
576,,,CLTR0205-023,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,30,29
577,전공,농업생명과학대학,DTED0232-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,8,8
578,전공,농업생명과학대학,DTED0234-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,8,8
579,교양,농업생명과학대학,DTED0251-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,8,6
580,전공,농업생명과학대학,DTED0271-001,월 1A1B월 2A2B수 1A1B수 2A2B,월,월,10:00,9:00,8,7
581,전공,농업생명과학대학,TCHR0581-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,8,7
582,전공,농업생명과학대학,FRED0216-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,15,7
583,전공,농업생명과학대학,FRED0335-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,15,8
584,전공,농업생명과학대학,CLTR0103-007,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,65
585,기본소양,농업생명과학대학,TCHR0668-001,화 2A2B화 3A3B목 1A1B목 2A2B목 3A3B,화,화,11:00,10:00,50,17
586,,,GEED0524-001,수 1A1B수 2A2B수 3A3B수 4A4B,수,수,10:00,9:00,70,11
587,,,TCHR0633-001,화 1A1B2A목 1A1B2A,화,목,9:00,9:00,70,18
588,,,CLTR0045-016,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,63
589,,,SSED0513-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,30,24
590,,,TCHR0474-001,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,30,28
591,전공기반,농업생명과학대학,PHED0223-001,수 2B3A3B금 1A1B2A,수,금,9:00,10:30,40,18
594,전공기반,농업생명과학대학,TCHR0469-001,금 1A1B금 2A2B금 3A3B,금,금,10:00,9:00,40,17
595,공학전공,농업생명과학대학,CHED0453-001,월 1A1B월 2A2B월 3A3B월 5A5B월 6A6B,월,월,10:00,9:00,20,8
596,기본소양,농업생명과학대학,CHEM0206-002,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,20,15
597,기본소양,농업생명과학대학,CHEM0301-003,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,20,10
598,기본소양,농업생명과학대학,TCHR0677-001,수 1A1B수 2A2B수 3A3B금 2A2B금 3A3B,수,수,10:00,9:00,30,24
599,공학전공,농업생명과학대학,BIED0455-001,토 1A1B토 2A2B토 3A3B,토,토,10:00,9:00,25,13
600,공학전공,농업생명과학대학,BIED0456-001,토 1A1B토 2A2B토 3A3B토 4A4B,토,토,10:00,9:00,25,9
601,전공기반,농업생명과학대학,BIED0457-001,수 1A1B수 2A2B수 3A3B금 2A2B금 3A3B,수,수,10:00,9:00,25,24
602,기본소양,농업생명과학대학,BIOC0621-002,화 1A1B화 2A2B화 3A3B목 2A2B목 3A3B,화,화,10:00,9:00,30,15
603,기본소양,농업생명과학대학,ASAT0205-002,월 2A2B월 3A3B수 1A1B수 2A2B수 3A3B,월,월,11:00,10:00,30,18
604,전공기반,농업생명과학대학,CLTR0041-020,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,70,34
605,공학전공,농업생명과학대학,ESED0514-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,30,19
606,공학전공,농업생명과학대학,SCED0234-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,30,17
607,전공,농업생명과학대학,SCED0211-001,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,30,18
608,,,SCED0211-002,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,60,58
609,전공필수,농업생명과학대학,SCED0231-002,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,80,53
610,전공필수,농업생명과학대학,TCHR0441-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,24,2
611,전공,농업생명과학대학,VETE0205-001,수 1A1B목 2A2B목 3A3B,수,목,10:00,9:00,80,55
612,교양,예술대학,VETE0210-001,월 1A1B월 2A2B화 1A1B,월,월,10:00,9:00,80,55
613,교양,예술대학,VETE0303-001,수 1A1B,수,,,9:00,80,51
615,전공,예술대학,VETE0448-001,화 1A1B수 2A2B수 3A3B,화,수,10:00,9:00,80,60
616,전공,예술대학,VETE0501-001,월 1A1B월 2A2B화 2A2B화 3A3B,월,월,10:00,9:00,80,63
618,전공,예술대학,CLTR0090-004,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,60,56
619,전공,예술대학,CLTR0102-002,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,21
620,전공,예술대학,CLTR0215-023,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,65,52
621,전공,예술대학,PREV0215-001,수 1A1B,수,,,9:00,70,46
622,전공,예술대학,CLTR0210-020,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,30,25
623,전공,예술대학,CLTR0211-027,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,65,27
624,전공,예술대학,CLTX0228-001,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,30,24
625,전공,예술대학,CLTX0254-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,30,20
626,전공필수,예술대학,CLTX0258-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,30,33
627,전공필수,예술대학,CLTX0353-001,수 2B3A3B금 1A1B2A,수,금,9:00,10:30,30,26
628,전공필수,예술대학,CLTX0355-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,30,34
629,전공필수,예술대학,TCHR0571-001,월 1A1B월 2A2B월 3A3B,월,월,10:00,9:00,5,2
630,전공필수,예술대학,BIOC0431-003,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,30,34
631,전공,예술대학,BIOC0521-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,22,25
632,전공,예술대학,CLTR0045-017,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,11
633,전공,예술대학,CLTR0215-024,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,65,21
634,전공,예술대학,CLTR0246-006,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,65,42
635,전공,예술대학,FSNU0331-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,30,31
636,전공,예술대학,FSNU0427-001,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,15,25
637,전공,예술대학,FSNU0435-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,30,31
638,교양,예술대학,FSNU0534-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,25,33
639,교양,사범대학,FSNU0546-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,20,27
640,,,CHFA0221-001,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,50,50
641,교양,사범대학,CLTR0210-021,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,30,30
642,교양,사범대학,CLTR0210-022,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,30,11
643,전공,사범대학,CHFA0212-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,25,22
644,교직,사범대학,CHFA0244-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,25,23
645,교직,사범대학,CHFA0269-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,25,28
646,교직,사범대학,WELF0205-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,25,23
647,전공,사범대학,CHFA0211-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,35,32
648,전공,사범대학,CHFA0259-001,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,25,16
649,전공,사범대학,CHFA0294-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,25,25
650,전공,사범대학,CHID0204-001,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,28,28
651,전공,사범대학,CLTR0067-005,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,55
652,전공,사범대학,CLTR0067-006,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,44
653,교양,사범대학,CLTR0246-007,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,65,61
654,교양,사범대학,CLTR0246-008,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,65,63
655,전공필수,사범대학,CLTR0022-003,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,50,40
656,전공,사범대학,CLTR0044-007,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,61
657,전공,사범대학,CLTR0073-005,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,70,27
658,교양,사범대학,CLTR0508-004,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,69
659,전공,사범대학,CLTR0045-020,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,68
660,전공,사범대학,CLTR0213-021,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,65,62
661,전공,사범대학,CLTR0215-026,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,65,59
662,,,CLTR0215-027,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,65,57
663,,,CLTR0246-010,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,65,58
664,전공,사범대학,CLTR0246-011,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,65,55
665,교양,사범대학,CLTR0215-028,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,70,52
666,교양,사범대학,PRED0201-001,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,70,53
667,교양,사범대학,CLTR0205-036,토 1A1B토 2A2B토 3A3B,토,토,10:00,9:00,1,10
