번호,교과구분,개설대학,강좌번호,강의시간,1,2,1T,2T,수강정원,수강신청인원
668,교양,사범대학,CLTR0210-023,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,30,27
669,교양,사범대학,FREN0220-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,40,18
670,교양,사범대학,FREN0257-001,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,40,30
671,교양,사범대학,FREN0314-001,수 1A1B2A수 2B3A3B,수,수,10:30,9:00,40,38
672,전공,사범대학,BIOC0435-001,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,40,27
673,전공,사범대학,DPRE0220-001,화 7A7B8A목 1A1B2A,화,목,9:00,15:00,40,28
674,전공,사범대학,DPRE0224-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,40,4
675,전공,사범대학,INDC0411-004,수 5B6A6B목 1A1B2A,수,목,9:00,13:30,40,15
676,전공,사범대학,ANSC0466-001,수 1A1B수 2A2B수 3A3B수 4A4B,수,수,10:00,9:00,35,38
677,교양,사범대학,CLTR0246-018,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,60,62
678,전공,사범대학,CLTR0246-019,토 1A1B토 2A2B토 3A3B,토,토,10:00,9:00,1,6
679,전공,사범대학,CLTR0568-002,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,60,46
680,전공,사범대학,DOAS0305-001,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,35,18
681,전공,사범대학,DOAS0379-001,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,35,40
682,전공,사범대학,DOAS0383-001,목 1A1B목 2A2B목 3A3B목 4A4B,목,목,10:00,9:00,35,38
683,전공,사범대학,DOAS0384-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,60,32
684,전공,사범대학,DOAS0418-001,화 1A1B화 2A2B화 3A3B화 4A4B,화,화,10:00,9:00,35,16
685,교양,사범대학,DOAS0509-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,35,32
686,전공,사범대학,DOAS0513-001,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,35,35
687,전공,사범대학,DOLS0211-001,수 1A1B수 2A2B,수,수,10:00,9:00,60,59
688,전공,사범대학,DOLS0216-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,30,35
689,교양,사범대학,BIED0514-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,30,18
690,전공,사범대학,DOAB0201-001,월 1A1B2A금 2B3A3B,월,금,10:30,9:00,30,14
691,전공,사범대학,DOAB0208-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,30,12
692,전공,사범대학,DOAB0429-001,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,30,23
693,전공,사범대학,DOAB0442-001,수 1A1B수 2A2B수 3A3B수 4A4B,수,수,10:00,9:00,30,29
694,전공,사범대학,ECOT0304-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,30,30
695,전공,사범대학,ECOT0408-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,30,19
696,전공,사범대학,ECOT0421-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,30,16
697,전공필수,사범대학,ECOT0511-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,30,30
698,전공,사범대학,ECOT0521-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,30,17
699,전공,사범대학,ECOT0522-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,30,13
700,전공,사범대학,ANSC0432-002,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,35,29
701,전공,사범대학,ANSC0538-001,화 1A1B화 2A2B화 3A3B화 4A4B,화,화,10:00,9:00,35,10
702,전공,사범대학,CLTR0246-020,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,60,59
703,,,CLTR0373-007,수 1A1B수 2A2B수 3A3B수 4A4B,수,수,10:00,9:00,40,40
704,전공,사범대학,CLTR0609-002,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,60,58
705,전공,사범대학,DOAS0321-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,35,13
706,교양,사범대학,DOAS0367-002,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,35,27
707,전공,사범대학,DOAS0382-001,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,35,14
708,전공,사범대학,DOAS0392-001,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,35,24
709,전공,사범대학,DOAS0403-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,35,35
710,전공,사범대학,DOAS0406-001,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,35,34
711,전공,사범대학,DOAS0509-002,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,35,19
712,전공,사범대학,DOAB0201-002,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,30,25
713,전공,수의과대학,DOAB0221-001,월 5B6A6B목 1A1B2A,월,목,9:00,13:30,30,28
714,,,VEEN0201-001,화 1A1B화 2A2B화 3A3B화 4A4B,화,화,10:00,9:00,30,30
715,전공,수의과대학,CLTR0016-006,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,60,27
716,전공,수의과대학,CLTR0091-003,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,60,27
717,전공,수의과대학,ECOT0201-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,30,30
718,전공,수의과대학,EQCO0214-001,화 1A1B화 2A2B화 3A3B화 4A4B,화,화,10:00,9:00,30,25
719,전공,수의과대학,EQCO0220-001,수 1A1B수 2A2B수 3A3B수 4A4B,수,수,10:00,9:00,30,30
720,,,EQCO0223-001,수 1A1B수 2A2B수 3A3B수 4A4B,수,수,10:00,9:00,30,31
721,,,FORE0571-001,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,30,40
722,전공,수의과대학,CLTR0801-001,수 1A1B수 2A2B수 3A3B수 4A4B,수,수,10:00,9:00,40,45
723,,,COMP0319-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,40,20
724,교양,수의과대학,COMP0422-001,목 1A1B목 2A2B목 3A3B,목,목,10:00,9:00,40,41
725,교양,수의과대학,EECS0324-001,수 1A1B수 2A2B수 3A3B,수,수,10:00,9:00,30,26
726,교양,수의과대학,EECS0420-001,목 1A1B목 2A2B목 3A3B목 4A4B,목,목,10:00,9:00,40,16
727,전공,수의과대학,EECS0499-001,금 1A1B금 2A2B금 3A3B,금,금,10:00,9:00,15,12
728,교양,생활과학대학,CLTR0041-021,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,64
729,교양,생활과학대학,CLTR0211-029,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,65,44
730,전공,생활과학대학,CLTR0213-023,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,65,50
731,전공,생활과학대학,ELEC0241-001,화 1A1B2A목 5B6A6B,화,목,13:30,9:00,70,72
732,전공,생활과학대학,ELEC0243-009,화 5B6A6B목 1A1B2A,화,목,9:00,13:30,55,71
733,전공,생활과학대학,ELEC0251-001,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,30,31
734,전공,생활과학대학,ELEC0251-002,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,30,30
735,교직,생활과학대학,ELEC0321-001,화 5B6A6B목 1A1B2A,화,목,9:00,13:30,55,55
736,전공,생활과학대학,ELEC0321-002,화 5B6A6B목 1A1B2A,화,목,9:00,13:30,55,52
737,전공,생활과학대학,ELEC0321-003,화 5B6A6B목 1A1B2A,화,목,9:00,13:30,55,41
738,교양,생활과학대학,ELEC0323-001,화 1A1B2A목 5B6A6B,화,목,13:30,9:00,40,34
739,교양,생활과학대학,ELEC0323-002,화 1A1B2A목 5B6A6B,화,목,13:30,9:00,70,70
740,교양,생활과학대학,ELEC0340-001,월 7A7B8A목 1A1B2A,월,목,9:00,15:00,50,15
741,전공,생활과학대학,ELEC0402-001,목 1A1B목 2A2B목 3A3B목 4A4B,목,목,10:00,9:00,40,46
742,전공,생활과학대학,ELEC0402-002,화 1A1B화 2A2B화 3A3B화 4A4B,화,화,10:00,9:00,40,42
743,전공,생활과학대학,ELEC0471-001,월 1A1B2A수 1A1B2A,월,수,9:00,9:00,60,35
744,전공,생활과학대학,ELEC0506-001,수 1A1B수 2A2B수 3A3B수 4A4B,수,수,10:00,9:00,20,19
745,전공,생활과학대학,ELEC0520-001,목 1A1B목 2A2B목 3A3B목 4A4B,목,목,10:00,9:00,40,38
746,전공기초,생활과학대학,ELEC0520-002,목 1A1B목 2A2B목 3A3B목 4A4B,목,목,10:00,9:00,40,40
747,교양,생활과학대학,ELEC0520-003,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,40,29
748,교양,생활과학대학,ELEC0520-004,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,40,40
749,전공,생활과학대학,ITEC0201-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,55,52
750,,,ITEC0403-001,월 1A1B2A금 2B3A3B,월,금,10:30,9:00,80,76
751,전공,생활과학대학,ITEC0403-002,수 1A1B2A금 5B6A6B,수,금,13:30,9:00,80,79
752,전공필수,생활과학대학,CLTR0041-022,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,68
753,전공,생활과학대학,CLTR0211-030,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,65,42
754,전공필수,생활과학대학,CLTR0213-024,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,65,47
755,전공,생활과학대학,ELEC0241-002,화 1A1B2A목 5B6A6B,화,목,13:30,9:00,70,55
756,전공,생활과학대학,ELEC0520-005,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,40,40
757,전공,생활과학대학,ELEC0520-006,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,40,38
758,교양,간호대학,ITEC0201-002,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,55,57
759,교양,간호대학,CLTR0041-023,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,67
760,교양,간호대학,CLTR0211-031,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,65,52
761,교양,간호대학,CLTR0213-025,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,65,55
762,,,ELEC0241-003,화 1A1B2A목 5B6A6B,화,목,13:30,9:00,70,74
763,,,ELEC0251-005,목 1A1B목 2A2B목 3A3B목 4A4B,목,목,10:00,9:00,35,33
764,교양,자율전공부,ELEC0251-006,목 1A1B목 2A2B목 3A3B목 4A4B,목,목,10:00,9:00,35,35
765,교양,자율전공부,ITEC0201-003,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,55,59
766,교양,자율전공부,CLTR0041-024,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,77
767,교양,자율전공부,CLTR0211-032,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,65,46
768,교양,자율전공부,CLTR0213-026,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,65,54
769,교양,자율전공부,ELEC0211-007,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,30,31
770,교양,의과대학,ELEC0211-008,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,30,30
771,교양,의과대학,ELEC0241-004,화 1A1B2A목 5B6A6B,화,목,13:30,9:00,70,67
772,교양,의과대학,ELEC0251-007,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,30,31
773,교양,의과대학,ELEC0251-008,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,30,29
774,교양,치과대학,MTED0231-005,월 5B6A6B수 1A1B2A,월,수,9:00,13:30,60,84
775,전공,치과대학,CLTR0211-033,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,65,47
776,교양,생태환경대학,CLTR0213-027,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,65,48
777,,,ELEC0212-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,55,54
778,교양,생태환경대학,ELEC0212-002,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,55,52
779,,,ELEC0212-003,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,55,49
780,,,ELEC0212-004,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,55,22
781,,,ELEC0243-006,화 5B6A6B목 1A1B2A,화,목,9:00,13:30,55,50
782,전공,생태환경대학,ELEC0332-003,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,50,54
783,,,ELEC0332-004,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,50,61
784,,,ELEC0332-005,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,50,40
785,전공,생태환경대학,ELEC0520-007,수 1A1B수 2A2B수 3A3B수 4A4B,수,수,10:00,9:00,40,40
786,전공필수,생태환경대학,ELEC0520-008,수 1A1B수 2A2B수 3A3B수 4A4B,수,수,10:00,9:00,40,40
787,전공,생태환경대학,MTED0231-006,월 1A1B2A수 5B6A6B,월,수,13:30,9:00,75,78
788,전공,생태환경대학,CLTR0045-023,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,66
789,전공,생태환경대학,CLTR0211-034,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,65,60
790,전공,생태환경대학,CLTR0213-028,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,65,60
791,전공,생태환경대학,ELEC0243-007,화 5B6A6B목 1A1B2A,화,목,9:00,13:30,55,55
792,교양,생태환경대학,ELEC0251-011,화 1A1B화 2A2B화 3A3B화 4A4B,화,화,10:00,9:00,30,30
793,교양,생태환경대학,ELEC0251-012,화 1A1B화 2A2B화 3A3B화 4A4B,화,화,10:00,9:00,30,26
794,교양,생태환경대학,CLTR0211-035,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,65,62
795,,,CLTR0213-029,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,65,46
796,,,ELEC0243-008,화 5B6A6B목 1A1B2A,화,목,9:00,13:30,55,51
797,전공,생태환경대학,MTED0231-008,월 1A1B2A금 2B3A3B,월,금,10:30,9:00,75,74
798,전공,생태환경대학,CLTR0102-003,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,30
799,전공,생태환경대학,COMP0325-001,화 7A7B8A수 1A1B2A,화,수,9:00,15:00,35,21
800,전공,생태환경대학,MOBI0212-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,35,28
801,전공,생태환경대학,CLTR0211-036,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,65,37
802,전공,생태환경대학,CLTR0211-037,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,65,59
803,전공,생태환경대학,CLTR0213-030,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,65,61
804,전공,생태환경대학,CLTR0213-031,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,65,63
805,,,COMP0217-001,화 1A1B화 2A2B화 3A3B화 4A4B,화,화,10:00,9:00,40,38
806,전공,생태환경대학,COMP0217-002,목 1A1B목 2A2B목 3A3B목 4A4B,목,목,10:00,9:00,40,39
807,전공필수,생태환경대학,COMP0217-003,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,40,44
808,,,COMP0217-004,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,40,46
809,전공필수,생태환경대학,COMP0312-006,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,60,105
810,전공,생태환경대학,COMP0315-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,60,58
811,전공필수,생태환경대학,COMP0315-002,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,60,56
812,전공필수,생태환경대학,COMP0315-003,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,60,58
813,전공필수,생태환경대학,COMP0319-002,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,60,61
814,,,COMP0319-003,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,60,66
815,전공,생태환경대학,COMP0319-004,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,60,52
816,,,EECS0312-004,수 1A1B수 2A2B수 3A3B수 4A4B,수,수,10:00,9:00,40,44
817,전공,생태환경대학,ENGR0211-014,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,62,58
818,전공필수,생태환경대학,ENGR0211-015,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,62,60
819,,,ITEC0201-009,월 1A1B2A수 1A1B2A,월,수,9:00,9:00,60,66
820,전공,생태환경대학,TCHR0499-001,금 1A1B2A금 2B3A3B,금,금,10:30,9:00,30,5
821,전공,생태환경대학,CLTR0211-038,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,65,44
822,,,CLTR0211-039,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,65,46
823,전공필수,생태환경대학,COME0301-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,60,64
824,,,COME0301-002,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,60,56
825,전공,생태환경대학,COMP0217-006,화 1A1B화 2A2B화 3A3B화 4A4B,화,화,10:00,9:00,40,40
826,,,GLSO0215-002,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,40,48
827,교양,생태환경대학,GLSO0216-001,월 1A1B월 2A2B월 3A3B월 4A4B,월,월,10:00,9:00,40,41
828,교양,생태환경대학,GLSO0216-002,수 1A1B수 2A2B수 3A3B수 4A4B,수,수,10:00,9:00,40,42
829,교양,생태환경대학,GLSO0216-003,목 1A1B목 2A2B목 3A3B목 4A4B,목,목,10:00,9:00,40,39
830,,,ITEC0201-011,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,60,71
831,전공,생태환경대학,ITEC0201-012,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,60,64
832,,,ITEC0416-001,화 1A1B화 2A2B화 3A3B화 4A4B,화,화,10:00,9:00,40,39
833,전공필수,생태환경대학,COMP0420-001,금 1A1B금 2A2B금 3A3B금 4A4B,금,금,10:00,9:00,40,40
834,,,ITEC0415-001,수 1A1B수 2A2B수 3A3B수 4A4B,수,수,10:00,9:00,40,48
835,전공,생태환경대학,CLTR0045-027,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,70,73
836,,,CLTR0205-031,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,30,30
837,전공,생태환경대학,CLTR0211-040,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,50,25
838,,,CLTR0211-041,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,50,36
839,전공,생태환경대학,CLTR0215-033,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,65,33
840,전공필수,생태환경대학,EECS0201-002,화 1A1B화 2A2B화 3A3B화 4A4B,화,화,10:00,9:00,30,26
841,,,EECS0201-004,목 1A1B목 2A2B목 3A3B목 4A4B,목,목,10:00,9:00,30,26
842,전공,생태환경대학,ELEC0241-008,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,60,61
843,,,ELEC0241-009,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,50,52
844,전공,생태환경대학,ELEC0247-011,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,50,52
845,전공,생태환경대학,ELEC0321-007,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,60,27
846,,,ELEC0431-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,50,50
847,전공,생태환경대학,ELEC0431-002,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,50,49
848,교양,생태환경대학,ENGR0212-001,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,60,73
849,,,PHAR0211-001,수 1A1B,수,,,9:00,40,30
850,교양,생태환경대학,PHAR0217-001,금 1A1B금 2A2B금 3A3B금 5A5B금 6A6B금 7A7B금 8A8B금 9A9B,금,금,10:00,9:00,40,30
851,,,PHAR0227-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,40,30
852,전공,생태환경대학,PHAR0228-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,40,30
853,,,PHAR0234-001,금 1A1B금 2A2B금 3A3B금 5A5B금 6A6B금 7A7B금 8A8B금 9A9B,금,금,10:00,9:00,40,30
854,전공,생태환경대학,PHAR0246-001,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,40,30
855,전공,생태환경대학,PHAR0284-001,금 1A1B금 2A2B금 3A3B금 5A5B금 6A6B금 7A7B금 8A8B금 9A9B,금,금,10:00,9:00,40,30
856,전공,생태환경대학,PHAR0287-001,화 1A1B2A목 1A1B2A,화,목,9:00,9:00,40,30
857,전공,생태환경대학,PHAR0292-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,40,30
858,교양,IT대학,PHAR0294-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,40,30
859,전공,IT대학,PHAR0301-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,40,30
860,,,CLTR0233-008,수 1A1B수 2A2B,수,수,10:00,9:00,20,20
861,전공,IT대학,CLTR0233-009,목 1A1B목 2A2B,목,목,10:00,9:00,20,12
862,,,CLTR0045-028,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,70,70
863,전공,IT대학,CLTR0061-003,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,70
864,전공,IT대학,CLTR0256-001,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,150,142
865,전공,IT대학,CLTR0751-001,월 1A1B2A수 2B3A3B,월,수,10:30,9:00,100,98
866,교양,IT대학,PUAD0241-002,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,50,47
867,교양,IT대학,PUAD0251-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,99,107
868,교양,IT대학,PUAD0251-002,월 2B3A3B수 1A1B2A,월,수,9:00,10:30,50,21
869,전공,IT대학,PUAD0273-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,65
870,전공,IT대학,PUAD0292-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,70,57
871,전공필수,IT대학,PUAD0453-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,70,42
872,전공필수,IT대학,PUAD0414-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,99,106
873,전공,IT대학,CAIB0226-001,화 2B3A3B목 1A1B2A,화,목,9:00,10:30,20,14
874,전공,IT대학,CAIB0227-001,화 1A1B2A목 2B3A3B,화,목,10:30,9:00,20,15
875,전공,IT대학,COMP0455-001,월 2B3A3B금 1A1B2A,월,금,9:00,10:30,20,7
876,전공,IT대학,ITEC0424-001,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,20,10
877,전공,IT대학,CMEB0204-001,수 1A1B수 2A2B수 3A3B수 4A4B,수,수,10:00,9:00,27,9
878,전공,IT대학,CMEB0208-001,목 1A1B2A목 2B3A3B,목,목,10:30,9:00,27,9
879,,,CMEB0213-001,월 1A1B2A월 2B3A3B,월,월,10:30,9:00,27,5
880,전공,IT대학,CMEB0223-001,화 1A1B2A화 2B3A3B,화,화,10:30,9:00,27,7
881,전공,IT대학,CROS0201-001,수 1A1B2A금 2B3A3B,수,금,10:30,9:00,20,7
